semantic_id	category	english_path	japanese_path	traditional_chinese_path
rm2003-0554	Sound	Sound/Blow2.wav	Sound/打撃2.wav	Sound/打擊2.wav
rm2003-0555	Sound	Sound/Blow3.wav	Sound/打撃3.wav	Sound/打擊3.wav
rm2003-0556	Sound	Sound/Blow4.wav	Sound/打撃4.wav	Sound/打擊4.wav
rm2003-0557	Sound	Sound/Blow5.wav	Sound/打撃5.wav	Sound/打擊5.wav
rm2003-0558	Sound	Sound/Blow6.wav	Sound/打撃6.wav	Sound/打擊6.wav
rm2003-0559	Sound	Sound/Blow7.wav	Sound/打撃7.wav	Sound/打擊7.wav
rm2003-0560	Sound	Sound/Attack1.wav	Sound/攻撃1.wav	Sound/攻擊1.wav
rm2003-0561	Sound	Sound/Attack2.wav	Sound/攻撃2.wav	Sound/攻擊2.wav
rm2003-0562	Sound	Sound/Slash1.wav	Sound/斬る1.wav	Sound/斬1.wav
rm2003-0563	Sound	Sound/Slash10.wav	Sound/斬る10.wav	Sound/斬10.wav
rm2003-0564	Sound	Sound/Slash11.wav	Sound/斬る11.wav	Sound/斬11.wav
rm2003-0565	Sound	Sound/Slash2.wav	Sound/斬る2.wav	Sound/斬2.wav
rm2003-0566	Sound	Sound/Slash3.wav	Sound/斬る3.wav	Sound/斬3.wav
rm2003-0567	Sound	Sound/Slash4.wav	Sound/斬る4.wav	Sound/斬4.wav
rm2003-0568	Sound	Sound/Slash5.wav	Sound/斬る5.wav	Sound/斬5.wav
rm2003-0569	Sound	Sound/Slash6.wav	Sound/斬る6.wav	Sound/斬6.wav
rm2003-0570	Sound	Sound/Slash7.wav	Sound/斬る7.wav	Sound/斬7.wav
rm2003-0571	Sound	Sound/Slash8.wav	Sound/斬る8.wav	Sound/斬8.wav
rm2003-0572	Sound	Sound/Slash9.wav	Sound/斬る9.wav	Sound/斬9.wav
rm2003-0573	Sound	Sound/Clock.wav	Sound/時計.wav	Sound/時鐘.wav
rm2003-0574	Sound	Sound/Blind.wav	Sound/暗闇.wav	Sound/黑暗.wav
rm2003-0575	Sound	Sound/Darkness1.wav	Sound/暗黒1.wav	Sound/暗黑1.wav
rm2003-0576	Sound	Sound/Darkness2.wav	Sound/暗黒2.wav	Sound/暗黑2.wav
rm2003-0577	Sound	Sound/Darkness3.wav	Sound/暗黒3.wav	Sound/暗黑3.wav
rm2003-0578	Sound	Sound/Darkness4.wav	Sound/暗黒4.wav	Sound/暗黑4.wav
rm2003-0579	Sound	Sound/Darkness5.wav	Sound/暗黒5.wav	Sound/暗黑5.wav
rm2003-0580	Sound	Sound/Darkness6.wav	Sound/暗黒6.wav	Sound/暗黑6.wav
rm2003-0581	Sound	Sound/Song.wav	Sound/歌.wav	Sound/歌.wav
rm2003-0582	Sound	Sound/Poison.wav	Sound/毒.wav	Sound/毒.wav
rm2003-0583	Sound	Sound/Water1.wav	Sound/水1.wav	Sound/水1.wav
rm2003-0584	Sound	Sound/Water2.wav	Sound/水2.wav	Sound/水2.wav
rm2003-0585	Sound	Sound/Water3.wav	Sound/水3.wav	Sound/水3.wav
rm2003-0586	Sound	Sound/Water4.wav	Sound/水4.wav	Sound/水4.wav
rm2003-0587	Sound	Sound/Water5.wav	Sound/水5.wav	Sound/水5.wav
rm2003-0588	Sound	Sound/Water6.wav	Sound/水6.wav	Sound/水6.wav
rm2003-0589	Sound	Sound/Decision1.wav	Sound/決定1.wav	Sound/決定1.wav
rm2003-0590	Sound	Sound/Decision2.wav	Sound/決定2.wav	Sound/決定2.wav
rm2003-0591	Sound	Sound/Silence.wav	Sound/沈黙.wav	Sound/沉默.wav
rm2003-0592	Sound	Sound/Sea1.wav	Sound/海1.wav	Sound/海1.wav
rm2003-0593	Sound	Sound/Sea2.wav	Sound/海2.wav	Sound/海2.wav
rm2003-0594	Sound	Sound/Collapse1.wav	Sound/消滅1.wav	Sound/消滅1.wav
rm2003-0595	Sound	Sound/Collapse2.wav	Sound/消滅2.wav	Sound/消滅2.wav
rm2003-0596	Sound	Sound/Confusion.wav	Sound/混乱.wav	Sound/混亂.wav
rm2003-0597	Sound	Sound/Fire1.wav	Sound/炎1.wav	Sound/炎1.wav
rm2003-0598	Sound	Sound/Fire2.wav	Sound/炎2.wav	Sound/炎2.wav
rm2003-0599	Sound	Sound/Fire3.wav	Sound/炎3.wav	Sound/炎3.wav
rm2003-0600	Sound	Sound/Fire4.wav	Sound/炎4.wav	Sound/炎4.wav
rm2003-0601	Sound	Sound/Fire5.wav	Sound/炎5.wav	Sound/炎5.wav
rm2003-0602	Sound	Sound/Fire6.wav	Sound/炎6.wav	Sound/炎6.wav
rm2003-0603	Sound	Sound/Fire7.wav	Sound/炎7.wav	Sound/炎7.wav
rm2003-0604	Sound	Sound/Fire8.wav	Sound/炎8.wav	Sound/炎8.wav
rm2003-0605	Sound	Sound/Explosion1.wav	Sound/爆発1.wav	Sound/爆發1.wav
rm2003-0606	Sound	Sound/Explosion2.wav	Sound/爆発2.wav	Sound/爆發2.wav
rm2003-0607	Sound	Sound/Explosion3.wav	Sound/爆発3.wav	Sound/爆發3.wav
rm2003-0608	Sound	Sound/Explosion4.wav	Sound/爆発4.wav	Sound/爆發4.wav
rm2003-0609	Sound	Sound/Explosion5.wav	Sound/爆発5.wav	Sound/爆發5.wav
rm2003-0610	Sound	Sound/Explosion6.wav	Sound/爆発6.wav	Sound/爆發6.wav
rm2003-0611	Sound	Sound/Explosion7.wav	Sound/爆発7.wav	Sound/爆發7.wav
rm2003-0612	Sound	Sound/Sleep.wav	Sound/睡眠.wav	Sound/睡眠.wav
rm2003-0613	Sound	Sound/Sandstorm.wav	Sound/砂けむり.wav	Sound/沙塵暴.wav
rm2003-0614	Sound	Sound/Holy1.wav	Sound/神聖1.wav	Sound/神聖1.wav
rm2003-0615	Sound	Sound/Holy2.wav	Sound/神聖2.wav	Sound/神聖2.wav
rm2003-0616	Sound	Sound/Holy3.wav	Sound/神聖3.wav	Sound/神聖3.wav
rm2003-0617	Sound	Sound/Holy4.wav	Sound/神聖4.wav	Sound/神聖4.wav
rm2003-0618	Sound	Sound/Holy5.wav	Sound/神聖5.wav	Sound/神聖5.wav
rm2003-0619	Sound	Sound/Holy6.wav	Sound/神聖6.wav	Sound/神聖6.wav
rm2003-0620	Sound	Sound/Holy7.wav	Sound/神聖7.wav	Sound/神聖7.wav
rm2003-0621	Sound	Sound/Holy8.wav	Sound/神聖8.wav	Sound/神聖8.wav
rm2003-0622	Sound	Sound/Holy9.wav	Sound/神聖9.wav	Sound/神聖9.wav
rm2003-0623	Sound	Sound/Move.wav	Sound/移動.wav	Sound/移動.wav
rm2003-0624	Sound	Sound/Pollen.wav	Sound/花粉.wav	Sound/花粉.wav
rm2003-0625	Sound	Sound/Fall1.wav	Sound/落ちる1.wav	Sound/落下1.wav
rm2003-0626	Sound	Sound/Fall2.wav	Sound/落ちる2.wav	Sound/落下2.wav
rm2003-0627	Sound	Sound/Raise1.wav	Sound/蘇生1.wav	Sound/復活1.wav
rm2003-0628	Sound	Sound/Raise2.wav	Sound/蘇生2.wav	Sound/復活2.wav
rm2003-0629	Sound	Sound/Raise3.wav	Sound/蘇生3.wav	Sound/復活3.wav
rm2003-0630	Sound	Sound/Escape.wav	Sound/逃走.wav	Sound/逃走.wav
rm2003-0631	Sound	Sound/Key.wav	Sound/鍵.wav	Sound/鑰匙.wav
rm2003-0632	Sound	Sound/Bell.wav	Sound/鐘.wav	Sound/鐘.wav
rm2003-0633	Sound	Sound/Close1.wav	Sound/閉める1.wav	Sound/關閉1.wav
rm2003-0634	Sound	Sound/Close2.wav	Sound/閉める2.wav	Sound/關閉2.wav
rm2003-0635	Sound	Sound/Open1.wav	Sound/開ける1.wav	Sound/開啟1.wav
rm2003-0636	Sound	Sound/Open2.wav	Sound/開ける2.wav	Sound/開啟2.wav
rm2003-0637	Sound	Sound/Rain1.wav	Sound/雨1.wav	Sound/雨1.wav
rm2003-0638	Sound	Sound/Rain2.wav	Sound/雨2.wav	Sound/雨2.wav
rm2003-0639	Sound	Sound/Thunder1.wav	Sound/雷1.wav	Sound/雷1.wav
rm2003-0640	Sound	Sound/Thunder2.wav	Sound/雷2.wav	Sound/雷2.wav
rm2003-0641	Sound	Sound/Thunder3.wav	Sound/雷3.wav	Sound/雷3.wav
rm2003-0642	Sound	Sound/Thunder4.wav	Sound/雷4.wav	Sound/雷4.wav
rm2003-0643	Sound	Sound/Thunder5.wav	Sound/雷5.wav	Sound/雷5.wav
rm2003-0644	Sound	Sound/Thunder6.wav	Sound/雷6.wav	Sound/雷6.wav
rm2003-0645	Sound	Sound/Thunder7.wav	Sound/雷7.wav	Sound/雷7.wav
rm2003-0646	Sound	Sound/Thunder8.wav	Sound/雷8.wav	Sound/雷8.wav
rm2003-0647	Sound	Sound/Thunder9.wav	Sound/雷9.wav	Sound/雷9.wav
rm2003-0648	Sound	Sound/Thunder10.wav	Sound/雷10.wav	Sound/雷10.wav
rm2003-0649	Sound	Sound/Fog1.wav	Sound/霧1.wav	Sound/霧1.wav
rm2003-0650	Sound	Sound/Fog2.wav	Sound/霧2.wav	Sound/霧2.wav
rm2003-0651	Sound	Sound/Wave1.wav	Sound/音波1.wav	Sound/音波1.wav
rm2003-0652	Sound	Sound/Wave2.wav	Sound/音波2.wav	Sound/音波2.wav
rm2003-0653	Sound	Sound/Wind1.wav	Sound/風1.wav	Sound/風1.wav
rm2003-0654	Sound	Sound/Wind2.wav	Sound/風2.wav	Sound/風2.wav
rm2003-0655	Sound	Sound/Wind3.wav	Sound/風3.wav	Sound/風3.wav
rm2003-0656	Sound	Sound/Wind4.wav	Sound/風4.wav	Sound/風4.wav
rm2003-0657	Sound	Sound/Wind5.wav	Sound/風5.wav	Sound/風5.wav
rm2003-0658	Sound	Sound/Wind6.wav	Sound/風6.wav	Sound/風6.wav
rm2003-0659	Sound	Sound/Wind7.wav	Sound/風7.wav	Sound/風7.wav
rm2003-0660	Sound	Sound/Wind8.wav	Sound/風8.wav	Sound/風8.wav
rm2003-0661	Sound	Sound/Wind9.wav	Sound/風9.wav	Sound/風9.wav
rm2003-0662	Sound	Sound/Wind10.wav	Sound/風10.wav	Sound/風10.wav
rm2003-0663	Sound	Sound/Wind11.wav	Sound/風11.wav	Sound/風11.wav
rm2003-0664	Sound	Sound/Magic1.wav	Sound/魔法1.wav	Sound/魔法1.wav
rm2003-0665	Sound	Sound/Magic2.wav	Sound/魔法2.wav	Sound/魔法2.wav
rm2003-0666	System	System/System.png	System/システム.png	System/系統.png
rm2003-0667	System	System/SystemA.png	System/システムa.png	System/系統a.png
rm2003-0668	System	System/SystemB.png	System/システムb.png	System/系統b.png
rm2003-0669	System	System/SystemC.png	System/システムc.png	System/系統c.png
rm2003-0670	System2	System2/System2A.png	System2/システム２a.png	System2/系統2a.png
rm2003-0671	System2	System2/System2B.png	System2/システム２b.png	System2/系統2b.png
rm2003-0672	System2	System2/System2C.png	System2/システム２c.png	System2/系統2c.png
rm2003-0673	Title	Title/Title1.png	Title/タイトル1.png	Title/標題1.png
rm2003-0674	Title	Title/Title2.png	Title/タイトル2.png	Title/標題2.png
rm2003-0675	Title	Title/Title3.png	Title/タイトル3.png	Title/標題3.png
rm2003-0676	Title	Title/Title4.png	Title/タイトル4.png	Title/標題4.png
